StudentID,Gender,Major
884,Male,Robotics Engineering
885,Male,Civil Engineering
886,Female,Mechanical Engineering
887,Female,Chemical Engineering
888,Male,Electrical & Computer Engineering
889,Female,Biomedical Engineering
890,Male,Electrical & Computer Engineering
891,Male,Biomedical Engineering
892,Male,Electrical & Computer Engineering
893,Male,Aerospace Engineering
894,Female,Mechanical Engineering
895,Female,Mechanical Engineering
896,Male,Robotics Engineering
897,Female,Chemical Engineering
898,Male,Aerospace Engineering
899,Male,Mechanical Engineering
900,Male,Mechanical Engineering
901,Male,Electrical & Computer Engineering
902,Male,Robotics Engineering
903,Male,Aerospace Engineering
904,Male,Computer Science
905,Female,Biomedical Engineering
906,Female,Environmental Engineering
907,Female,Biology & Biotechnology
908,Male,Mechanical Engineering
909,Male,Bioinformatics & Computational Biology
910,Male,Computer Science
911,Male,Robotics Engineering
912,Female,Electrical & Computer Engineering
913,Male,Electrical & Computer Engineering
914,Male,Aerospace Engineering
915,Female,Management Engineering
916,Male,Mechanical Engineering
917,Male,Computer Science
918,Female,Computer Science
919,Male,Mechanical Engineering
920,Male,Mechanical Engineering
921,Female,Computer Science
922,Female,Chemical Engineering
923,Male,Chemical Engineering
924,Male,Civil Engineering
925,Male,Computer Science
926,Male,Robotics Engineering
927,Male,Management Engineering
